Стоимость тарифа,Дата создания,Глубина бронирования,Дата заезда
4,2015-10-28,8,2015-10-31
5,2015-09-30,18,2015-10-14
5,2015-09-30,17,2015-10-15
2,2015-10-07,3,2015-10-07
16,2015-11-28,25,2015-12-21
16,2015-11-28,29,2015-12-22
16,2015-11-28,30,2015-12-23
16,2015-11-28,29,2015-12-24
16,2015-11-28,27,2015-12-25
16,2015-11-28,33,2015-12-26
16,2015-11-28,33,2015-12-27
16,2015-11-28,32,2015-12-28
16,2015-11-28,36,2015-12-29
4,2015-11-04,10,2015-11-14
3,2015-10-03,4,2015-10-03
4,2015-09-06,0,2015-09-06
4,2015-09-06,3,2015-09-07
4,2015-08-03,5,2015-08-03
5,2015-07-09,2,2015-07-09
3,2015-05-20,5,2015-05-21
3,2015-05-20,6,2015-05-22
3,2015-05-20,5,2015-05-23
4,2015-05-17,5,2015-05-17
4,2015-05-08,4,2015-05-09
4,2015-05-08,6,2015-05-10
4,2015-05-08,8,2015-05-11
4,2015-05-08,11,2015-05-15
5,2015-05-27,4,2015-05-27
5,2015-05-27,4,2015-05-28
10,2015-03-08,6,2015-03-09
10,2015-03-08,7,2015-03-10
10,2015-03-08,4,2015-03-11
10,2015-03-08,8,2015-03-12
10,2015-03-08,9,2015-03-13
10,2015-03-08,9,2015-03-14
16,2015-03-06,3,2015-03-06
16,2015-03-06,1,2015-03-07
16,2015-03-06,4,2015-03-08
6,2015-03-21,3,2015-03-21
6,2015-03-21,6,2015-03-22
6,2015-03-21,2,2015-03-23
6,2015-03-21,4,2015-03-24
9,2015-03-16,17,2015-03-29
10,2015-03-15,4,2015-03-15
10,2015-03-15,6,2015-03-16
18,2015-02-10,21,2015-02-26
18,2015-02-10,19,2015-02-27
18,2015-02-10,18,2015-02-28
18,2015-02-10,21,2015-03-01
8,2015-02-16,6,2015-02-17
8,2015-02-16,7,2015-02-18
8,2015-02-16,18,2015-03-04
8,2015-02-16,18,2015-03-05
10,2015-03-01,3,2015-03-02
10,2015-03-01,7,2015-03-03
9,2015-01-16,1,2015-01-16
9,2015-01-16,6,2015-01-17
10,2015-01-23,9,2015-01-27
10,2015-01-23,6,2015-01-28
10,2015-01-23,10,2015-01-29
12,2015-01-27,9,2015-02-04
12,2015-01-27,12,2015-02-05
12,2015-01-27,14,2015-02-06
12,2015-01-27,15,2015-02-07
10,2014-12-18,25,2015-01-08
10,2014-12-18,23,2015-01-09
10,2014-12-18,25,2015-01-10
10,2014-12-18,28,2015-01-11
10,2014-12-18,30,2015-01-12
10,2014-12-18,28,2015-01-13
10,2014-12-18,27,2015-01-14
13,2014-12-20,16,2015-01-02
13,2014-12-20,18,2015-01-03
13,2014-12-20,16,2015-01-04
10,2015-02-14,15,2015-02-28
10,2015-02-14,17,2015-03-01
10,2015-02-14,18,2015-03-02
16,2015-02-07,1,2015-02-07
9,2015-02-17,22,2015-03-09
9,2015-02-17,26,2015-03-10
9,2015-02-17,26,2015-03-11
9,2015-02-17,28,2015-03-12
9,2015-02-17,29,2015-03-13
18,2015-01-09,4,2015-01-09
18,2015-01-09,3,2015-01-10
18,2015-01-09,6,2015-01-11
8,2015-01-26,5,2015-01-30
8,2015-01-26,10,2015-01-31
8,2015-01-29,9,2015-02-06
8,2015-01-29,12,2015-02-07
8,2015-01-29,10,2015-02-08
8,2015-01-29,14,2015-02-09
8,2015-01-29,15,2015-02-10
8,2015-01-29,13,2015-02-11
18,2015-01-06,4,2015-01-06
5,2015-06-23,16,2015-07-09
1,2015-05-29,1,2015-05-30
1,2015-05-29,2,2015-05-31
1,2015-05-29,3,2015-06-01
1,2015-05-29,4,2015-06-02
1,2015-05-29,9,2015-06-03
1,2015-05-29,6,2015-06-04
1,2015-05-29,8,2015-06-05
1,2015-05-29,13,2015-06-06
1,2015-05-29,13,2015-06-07
1,2015-05-29,10,2015-06-08
1,2015-05-29,11,2015-06-09
1,2015-05-29,16,2015-06-10
1,2015-05-29,18,2015-06-11
1,2015-05-29,17,2015-06-12
1,2015-05-29,17,2015-06-13
1,2015-05-29,21,2015-06-14
2,2015-05-21,5,2015-05-21
2,2015-05-21,1,2015-05-22
2,2015-05-21,2,2015-05-23
2,2015-05-21,5,2015-05-24
2,2015-05-21,9,2015-05-25
2,2015-05-21,8,2015-05-26
5,2015-05-01,2,2015-05-01
5,2015-05-01,4,2015-05-02
5,2015-05-01,6,2015-05-03
5,2015-05-01,6,2015-05-04
5,2015-05-01,6,2015-05-05
4,2015-05-07,7,2015-05-11
4,2015-05-07,8,2015-05-12
15,2015-12-20,3,2015-12-23
15,2015-12-20,6,2015-12-24
15,2015-12-20,10,2015-12-25
15,2015-12-20,8,2015-12-26
12,2015-12-22,7,2015-12-27
12,2015-12-22,11,2015-12-28
12,2015-12-22,12,2015-12-29
3,2015-11-25,14,2015-12-09
3,2015-11-25,15,2015-12-10
3,2015-11-25,21,2015-12-11
7,2015-12-12,9,2015-12-21
7,2015-12-12,14,2015-12-22
4,2015-12-08,5,2015-12-12
3,2015-10-23,13,2015-11-02
3,2015-10-23,13,2015-11-03
4,2015-11-07,8,2015-11-15
4,2015-11-07,13,2015-11-16
4,2015-11-05,2,2015-11-07
4,2015-10-24,6,2015-10-30
5,2015-10-02,0,2015-10-02
4,2015-11-24,5,2015-11-27
4,2015-11-25,9,2015-11-29
4,2015-11-25,8,2015-11-30
4,2015-11-25,11,2015-12-01
4,2015-11-25,10,2015-12-02
4,2015-11-25,11,2015-12-03
3,2015-12-09,3,2015-12-09
3,2015-12-09,1,2015-12-10
25,2015-12-29,7,2015-12-31
25,2015-12-29,6,2016-01-01
5,2015-09-25,28,2015-10-19
5,2015-09-25,25,2015-10-20
5,2015-09-25,26,2015-10-21
5,2015-09-25,30,2015-10-22
5,2015-09-25,28,2015-10-23
4,2015-10-11,6,2015-10-12
5,2015-10-17,17,2015-10-29
5,2015-10-17,15,2015-10-30
4,2015-10-21,5,2015-10-24
4,2015-10-21,9,2015-10-25
4,2015-10-21,8,2015-10-26
4,2015-10-21,6,2015-10-27
4,2015-10-21,9,2015-10-28
5,2015-08-12,19,2015-08-30
5,2015-08-12,24,2015-08-31
5,2015-08-12,24,2015-09-01
5,2015-08-12,26,2015-09-02
5,2015-08-12,22,2015-09-03
3,2015-08-25,2,2015-08-25
3,2015-08-25,2,2015-08-26
3,2015-08-25,2,2015-08-27
4,2015-09-03,30,2015-09-28
4,2015-09-03,29,2015-09-29
4,2015-09-03,28,2015-09-30
5,2015-09-09,5,2015-09-09
5,2015-09-09,5,2015-09-10
5,2015-09-09,4,2015-09-11
5,2015-09-09,7,2015-09-12
3,2015-05-20,2,2015-05-22
3,2015-05-20,4,2015-05-23
3,2015-06-05,8,2015-06-10
3,2015-06-05,10,2015-06-11
3,2015-06-05,12,2015-06-12
3,2015-06-05,12,2015-06-13
4,2015-06-07,5,2015-06-07
4,2015-06-07,6,2015-06-08
4,2015-06-07,5,2015-06-09
5,2015-06-04,18,2015-06-19
5,2015-06-04,17,2015-06-20
5,2015-06-04,18,2015-06-21
4,2015-06-29,4,2015-06-30
4,2015-06-29,3,2015-07-01
5,2015-04-04,18,2015-04-21
5,2015-04-04,21,2015-04-22
5,2015-04-04,22,2015-04-23
5,2015-04-02,2,2015-04-03
5,2015-04-03,17,2015-04-17
5,2015-04-03,15,2015-04-18
4,2015-04-16,20,2015-05-06
4,2015-04-16,25,2015-05-07
3,2015-04-30,11,2015-05-08
3,2015-04-30,9,2015-05-09
3,2015-04-30,14,2015-05-10
3,2015-05-26,28,2015-06-23
3,2015-05-26,31,2015-06-24
3,2015-05-25,7,2015-05-27
3,2015-05-25,5,2015-05-28
3,2015-05-25,7,2015-05-29
18,2014-12-30,6,2015-01-04
18,2014-12-30,8,2015-01-05
13,2014-12-17,10,2014-12-27
13,2014-12-17,11,2014-12-28
13,2014-12-17,12,2014-12-29
13,2014-12-17,16,2014-12-30
13,2014-12-17,19,2014-12-31
13,2014-12-17,20,2015-01-01
13,2014-12-17,17,2015-01-02
13,2014-12-17,21,2015-01-03
12,2014-12-21,20,2015-01-09
12,2014-12-21,23,2015-01-10
18,2015-01-11,2,2015-01-11
22,2015-01-23,30,2015-02-21
22,2015-01-23,33,2015-02-22
12,2015-01-23,9,2015-01-29
12,2015-01-23,9,2015-01-30
12,2015-01-23,11,2015-01-31
12,2015-01-23,10,2015-02-01
12,2015-01-23,12,2015-02-02
12,2015-01-23,14,2015-02-03
12,2015-01-23,17,2015-02-04
20,2015-01-24,22,2015-02-14
20,2015-01-24,27,2015-02-15
20,2015-01-24,27,2015-02-16
20,2015-01-24,24,2015-02-17
20,2015-01-24,30,2015-02-18
20,2015-01-24,27,2015-02-19
20,2015-01-24,29,2015-02-20
8,2015-02-05,1,2015-02-05
8,2015-02-05,2,2015-02-06
8,2015-02-05,2,2015-02-07
8,2015-02-05,7,2015-02-08
8,2015-02-22,19,2015-03-13
8,2015-02-22,25,2015-03-14
9,2015-02-17,24,2015-03-09
9,2015-02-17,26,2015-03-10
9,2015-02-17,22,2015-03-11
9,2015-02-17,28,2015-03-12
8,2015-02-25,8,2015-03-02
8,2015-02-25,6,2015-03-03
8,2015-02-25,9,2015-03-04
5,2015-04-06,14,2015-04-17
5,2015-04-06,17,2015-04-18
5,2015-04-01,1,2015-04-02
5,2015-04-01,3,2015-04-03
3,2015-05-13,23,2015-06-01
3,2015-05-13,20,2015-06-02
3,2015-05-13,26,2015-06-03
3,2015-05-13,24,2015-06-04
3,2015-05-13,27,2015-06-05
3,2015-05-13,29,2015-06-06
3,2015-05-13,30,2015-06-07
3,2015-05-13,26,2015-06-08
3,2015-05-13,32,2015-06-09
3,2015-05-13,31,2015-06-10
3,2015-05-13,32,2015-06-11
4,2015-05-27,5,2015-05-30
3,2015-05-20,6,2015-05-22
3,2015-05-20,8,2015-05-23
22,2015-01-23,30,2015-02-21
22,2015-01-23,35,2015-02-22
11,2015-01-19,8,2015-01-23
11,2015-01-19,8,2015-01-24
11,2015-01-19,6,2015-01-25
8,2015-02-14,28,2015-03-14
8,2015-02-14,33,2015-03-15
8,2015-02-14,32,2015-03-16
8,2015-02-14,31,2015-03-17
8,2015-02-14,33,2015-03-18
8,2015-02-14,33,2015-03-19
8,2015-02-14,37,2015-03-20
10,2015-02-10,27,2015-03-09
10,2015-02-10,33,2015-03-10
10,2015-02-10,31,2015-03-11
10,2015-02-10,33,2015-03-12
10,2015-02-10,33,2015-03-13
7,2015-02-20,11,2015-03-02
7,2015-02-20,11,2015-03-03
7,2015-02-20,17,2015-03-04
7,2015-02-20,14,2015-03-05
9,2015-02-15,5,2015-02-15
9,2015-02-15,5,2015-02-16
9,2015-02-15,7,2015-02-17
22,2015-02-16,2,2015-02-18
22,2015-02-16,3,2015-02-19
22,2015-02-16,5,2015-02-20
16,2015-03-06,1,2015-03-06
16,2015-03-06,4,2015-03-07
16,2015-03-06,4,2015-03-08
3,2015-08-27,6,2015-08-31
3,2015-08-27,7,2015-09-01
3,2015-08-27,10,2015-09-02
3,2015-08-27,11,2015-09-03
3,2015-08-27,12,2015-09-04
5,2015-09-23,4,2015-09-27
5,2015-09-23,7,2015-09-28
5,2015-09-23,10,2015-09-29
3,2015-06-10,4,2015-06-12
3,2015-06-12,1,2015-06-13
3,2015-06-12,7,2015-06-14
5,2015-06-25,0,2015-06-25
5,2015-07-09,15,2015-07-19
5,2015-07-24,4,2015-07-25
5,2015-07-24,6,2015-07-26
3,2015-11-27,7,2015-12-01
3,2015-11-23,8,2015-11-27
7,2015-11-26,28,2015-12-22
7,2015-11-26,32,2015-12-23
7,2015-11-26,33,2015-12-24
17,2015-12-10,20,2015-12-25
17,2015-12-10,21,2015-12-26
17,2015-12-10,19,2015-12-27
17,2015-12-10,23,2015-12-28
4,2015-12-07,4,2015-12-10
4,2015-12-07,8,2015-12-11
4,2015-12-07,8,2015-12-12
5,2015-09-30,6,2015-10-01
3,2015-10-15,19,2015-11-01
3,2015-10-15,23,2015-11-02
3,2015-10-15,21,2015-11-03
3,2015-10-15,23,2015-11-04
3,2015-10-15,23,2015-11-05
3,2015-10-15,24,2015-11-06
3,2015-10-21,12,2015-10-31
2,2015-11-04,6,2015-11-07
2,2015-10-31,14,2015-11-09
2,2015-10-31,15,2015-11-10
5,2015-08-02,25,2015-08-22
6,2015-03-21,5,2015-03-22
6,2015-03-21,4,2015-03-23
6,2015-03-21,5,2015-03-24
6,2015-03-21,4,2015-03-25
6,2015-03-21,10,2015-03-26
13,2014-12-21,23,2015-01-10
13,2014-12-21,22,2015-01-11
13,2014-12-21,25,2015-01-12
13,2014-12-21,24,2015-01-13
13,2014-12-21,29,2015-01-14
13,2014-12-21,26,2015-01-15
13,2014-12-21,30,2015-01-16
9,2015-01-23,8,2015-01-28
9,2015-01-23,9,2015-01-29
9,2015-01-23,12,2015-01-30
9,2015-01-23,13,2015-01-31
9,2015-01-23,12,2015-02-01
9,2015-01-23,11,2015-02-02
9,2015-01-23,13,2015-02-03
10,2015-02-04,1,2015-02-04
10,2015-02-04,3,2015-02-05
10,2015-02-04,7,2015-02-06
5,2015-09-20,5,2015-09-20
5,2015-10-03,1,2015-10-03
5,2015-08-27,4,2015-08-29
5,2015-08-27,3,2015-08-30
5,2015-08-27,7,2015-08-31
5,2015-08-27,8,2015-09-01
5,2015-08-27,6,2015-09-02
5,2015-08-27,12,2015-09-03
5,2015-08-27,12,2015-09-04
5,2015-08-30,15,2015-09-09
5,2015-08-30,13,2015-09-10
5,2015-08-30,15,2015-09-11
5,2015-08-30,17,2015-09-12
5,2015-08-30,16,2015-09-13
4,2015-04-02,6,2015-04-03
4,2015-04-02,2,2015-04-04
6,2015-03-07,6,2015-03-09
7,2015-12-12,9,2015-12-21
7,2015-12-12,10,2015-12-22
2,2015-11-17,2,2015-11-17
3,2015-12-01,3,2015-12-01
3,2015-11-26,0,2015-11-26
5,2015-10-09,13,2015-10-22
5,2015-10-10,16,2015-10-23
5,2015-10-10,15,2015-10-24
10,2015-01-21,8,2015-01-24
10,2015-01-21,8,2015-01-25
10,2015-01-21,5,2015-01-26
10,2015-01-21,6,2015-01-27
10,2015-01-21,9,2015-01-28
10,2015-01-21,8,2015-01-29
3,2015-08-24,10,2015-08-30
3,2015-08-24,12,2015-08-31
3,2015-08-24,9,2015-09-01
3,2015-08-24,9,2015-09-02
3,2015-08-24,12,2015-09-03
3,2015-08-24,15,2015-09-04
5,2015-09-05,6,2015-09-08
5,2015-09-05,8,2015-09-09
4,2015-07-18,3,2015-07-18
4,2015-04-08,6,2015-04-09
4,2015-04-08,6,2015-04-10
4,2015-04-08,7,2015-04-11
3,2015-06-13,3,2015-06-13
25,2015-02-16,5,2015-02-19
25,2015-02-16,9,2015-02-20
25,2015-02-16,5,2015-02-21
7,2015-03-02,2,2015-03-02
7,2015-03-02,3,2015-03-03
7,2015-03-02,6,2015-03-04
10,2015-03-09,7,2015-03-13
10,2015-03-09,7,2015-03-14
5,2015-04-06,11,2015-04-17
5,2015-04-06,16,2015-04-18
5,2015-04-07,3,2015-04-08
9,2015-12-19,3,2015-12-19
8,2015-12-16,4,2015-12-20
8,2015-12-16,6,2015-12-21
8,2015-12-16,6,2015-12-22
8,2015-12-16,12,2015-12-23
12,2015-12-22,9,2015-12-26
12,2015-12-22,8,2015-12-27
12,2015-12-22,8,2015-12-28
12,2015-12-22,8,2015-12-29
4,2015-11-22,7,2015-11-28
4,2015-11-22,11,2015-11-29
2,2015-11-24,1,2015-11-25
4,2015-12-02,14,2015-12-13
5,2015-09-20,3,2015-09-20
5,2015-09-29,4,2015-09-29
5,2015-09-29,5,2015-09-30
5,2015-09-29,5,2015-10-01
8,2015-12-16,7,2015-12-19
8,2015-12-16,4,2015-12-20
8,2015-12-16,5,2015-12-21
8,2015-12-16,8,2015-12-22
8,2015-12-16,7,2015-12-23
8,2015-12-16,9,2015-12-24
12,2015-12-22,8,2015-12-27
12,2015-12-22,10,2015-12-28
12,2015-12-22,12,2015-12-29
2,2015-11-19,9,2015-11-23
2,2015-11-19,6,2015-11-24
2,2015-11-19,7,2015-11-25
5,2015-10-20,6,2015-10-23
5,2015-10-20,8,2015-10-24
5,2015-08-24,5,2015-08-24
5,2015-08-24,2,2015-08-25
4,2015-07-20,5,2015-07-20
6,2015-07-28,4,2015-07-28
5,2015-07-27,6,2015-08-01
5,2015-04-30,3,2015-05-01
5,2015-06-25,3,2015-06-28
5,2015-06-25,5,2015-06-29
5,2015-06-25,5,2015-06-30
10,2015-02-18,1,2015-02-18
10,2015-02-18,1,2015-02-19
22,2015-02-25,13,2015-03-05
22,2015-02-25,13,2015-03-06
7,2015-03-02,2,2015-03-02
7,2015-03-02,4,2015-03-03
7,2015-03-02,3,2015-03-04
6,2015-03-29,4,2015-04-02
6,2015-03-29,5,2015-04-03
6,2015-03-29,11,2015-04-04
6,2015-03-29,10,2015-04-05
4,2015-01-22,30,2015-02-20
4,2015-01-22,35,2015-02-21
4,2015-01-22,33,2015-02-22
4,2015-01-22,36,2015-02-23
4,2015-01-22,35,2015-02-24
4,2015-01-22,37,2015-02-25
4,2015-01-22,40,2015-02-26
4,2015-01-22,40,2015-02-27
4,2015-01-22,38,2015-02-28
4,2015-01-22,43,2015-03-01
12,2015-01-27,15,2015-02-06
12,2015-01-27,14,2015-02-07
9,2015-02-09,29,2015-03-07
9,2015-02-09,28,2015-03-08
9,2015-02-09,28,2015-03-09
9,2015-02-09,30,2015-03-10
9,2015-02-09,33,2015-03-11
9,2015-01-25,22,2015-02-15
9,2015-01-25,26,2015-02-16
9,2015-01-25,28,2015-02-17
9,2015-01-25,26,2015-02-18
9,2015-01-25,29,2015-02-19
16,2015-02-05,9,2015-02-09
16,2015-02-05,8,2015-02-10
3,2015-09-04,25,2015-09-27
3,2015-09-04,26,2015-09-28
3,2015-09-04,27,2015-09-29
3,2015-09-04,28,2015-09-30
3,2015-09-04,30,2015-10-01
3,2015-09-04,29,2015-10-02
3,2015-09-04,33,2015-10-03
3,2015-09-04,35,2015-10-04
3,2015-09-04,33,2015-10-05
3,2015-09-04,35,2015-10-06
3,2015-09-04,36,2015-10-07
4,2015-04-02,2,2015-04-03
4,2015-04-02,6,2015-04-04
6,2015-05-02,1,2015-05-02
3,2015-06-05,0,2015-06-05
3,2015-06-05,2,2015-06-06
12,2015-02-20,5,2015-02-20
12,2015-02-20,2,2015-02-21
12,2015-02-20,3,2015-02-22
10,2015-02-18,19,2015-03-07
10,2015-02-18,19,2015-03-08
10,2015-02-18,24,2015-03-09
10,2015-02-18,23,2015-03-10
10,2015-02-18,25,2015-03-11
10,2015-02-18,23,2015-03-12
10,2015-02-18,28,2015-03-13
8,2015-03-02,3,2015-03-02
8,2015-03-02,3,2015-03-03
22,2015-03-04,1,2015-03-04
22,2015-02-25,8,2015-03-05
22,2015-02-25,13,2015-03-06
6,2015-03-25,4,2015-03-26
6,2015-03-25,2,2015-03-27
6,2015-03-25,3,2015-03-28
3,2015-11-26,2,2015-11-26
3,2015-12-10,1,2015-12-11
8,2015-12-07,16,2015-12-19
8,2015-12-07,13,2015-12-20
17,2015-12-20,8,2015-12-25
17,2015-12-20,7,2015-12-26
3,2015-11-27,7,2015-12-01
4,2015-11-20,17,2015-12-04
4,2015-11-20,16,2015-12-05
5,2015-10-09,9,2015-10-13
3,2015-10-20,7,2015-10-23
3,2015-10-20,4,2015-10-24
3,2015-10-20,6,2015-10-25
3,2015-10-20,11,2015-10-26
7,2015-10-11,1,2015-10-11
5,2015-10-22,6,2015-10-24
4,2015-11-23,4,2015-11-24
4,2015-11-23,3,2015-11-25
4,2015-11-23,8,2015-11-26
3,2015-12-09,5,2015-12-10
3,2015-12-09,3,2015-12-11
3,2015-12-09,4,2015-12-12
3,2015-12-09,8,2015-12-13
3,2015-12-09,8,2015-12-14
3,2015-12-09,9,2015-12-15
3,2015-12-09,7,2015-12-16
3,2015-12-09,12,2015-12-17
4,2015-12-05,6,2015-12-07
4,2015-12-05,4,2015-12-08
7,2015-12-22,5,2015-12-23
7,2015-12-22,6,2015-12-24
7,2015-12-22,7,2015-12-25
5,2015-06-16,16,2015-07-02
5,2015-06-16,20,2015-07-03
5,2015-06-16,21,2015-07-04
5,2015-06-16,24,2015-07-05
5,2015-06-16,25,2015-07-06
3,2015-06-15,0,2015-06-15
4,2015-06-08,5,2015-06-09
4,2015-06-08,5,2015-06-10
5,2015-08-12,27,2015-09-04
5,2015-08-12,26,2015-09-05
5,2015-08-12,30,2015-09-06
4,2015-09-04,22,2015-09-26
4,2015-09-04,27,2015-09-27
4,2015-09-04,26,2015-09-28
5,2015-09-23,0,2015-09-23
16,2015-01-05,4,2015-01-05
9,2015-01-21,20,2015-02-05
9,2015-01-21,16,2015-02-06
9,2015-01-21,22,2015-02-07
10,2015-01-21,12,2015-01-30
10,2015-01-21,13,2015-01-31
10,2015-01-21,16,2015-02-01
10,2015-01-21,16,2015-02-02
10,2015-01-21,15,2015-02-03
10,2015-01-21,14,2015-02-04
20,2015-02-19,2,2015-02-20
20,2015-02-19,7,2015-02-21
20,2015-02-19,5,2015-02-22
10,2015-02-14,6,2015-02-16
10,2015-02-14,3,2015-02-17
10,2015-02-14,6,2015-02-18
10,2015-02-14,7,2015-02-19
16,2015-03-01,6,2015-03-03
16,2015-03-01,4,2015-03-04
16,2015-03-01,6,2015-03-05
16,2015-03-01,5,2015-03-06
7,2015-02-25,17,2015-03-14
7,2015-02-25,21,2015-03-15
7,2015-02-25,20,2015-03-16
7,2015-02-25,21,2015-03-17
7,2015-02-25,25,2015-03-18
7,2015-02-25,23,2015-03-19
7,2015-02-25,25,2015-03-20
5,2015-03-25,24,2015-04-13
6,2015-03-19,7,2015-03-25
6,2015-03-19,8,2015-03-26
6,2015-03-19,9,2015-03-27
6,2015-03-19,12,2015-03-28
6,2015-03-19,14,2015-03-29
4,2015-04-24,19,2015-05-08
4,2015-04-24,16,2015-05-09
6,2015-05-15,5,2015-05-15
6,2015-05-15,6,2015-05-16
6,2015-05-15,3,2015-05-17
12,2015-01-27,14,2015-02-06
12,2015-01-27,14,2015-02-07
10,2015-01-28,2,2015-01-29
10,2015-01-28,5,2015-01-30
9,2015-01-25,0,2015-01-25
9,2015-01-25,2,2015-01-26
9,2015-01-25,6,2015-01-27
9,2015-01-25,4,2015-01-28
8,2015-02-15,6,2015-02-16
8,2015-02-15,2,2015-02-17
8,2015-02-15,7,2015-02-18
8,2015-02-15,7,2015-02-19
9,2015-02-14,10,2015-02-23
9,2015-02-14,14,2015-02-24
9,2015-02-14,16,2015-02-25
9,2015-02-14,14,2015-02-26
9,2015-02-14,18,2015-02-27
9,2015-02-14,17,2015-02-28
9,2015-02-14,20,2015-03-01
9,2015-02-14,21,2015-03-02
7,2015-03-09,3,2015-03-11
7,2015-03-09,6,2015-03-12
7,2015-03-09,4,2015-03-13
9,2015-02-21,12,2015-03-03
9,2015-02-21,16,2015-03-04
9,2015-02-21,17,2015-03-05
9,2015-02-21,13,2015-03-06
9,2015-02-21,15,2015-03-07
9,2015-02-21,17,2015-03-08
9,2015-02-21,16,2015-03-09
9,2015-02-21,20,2015-03-10
5,2015-03-27,5,2015-04-01
5,2015-03-27,10,2015-04-02
5,2015-03-27,7,2015-04-03
5,2015-03-27,11,2015-04-04
5,2015-03-27,14,2015-04-05
7,2015-03-18,10,2015-03-25
7,2015-03-18,13,2015-03-26
7,2015-03-18,11,2015-03-27
7,2015-03-18,12,2015-03-28
7,2015-03-18,13,2015-03-29
5,2015-03-19,31,2015-04-17
4,2015-04-25,13,2015-05-03
4,2015-04-25,12,2015-05-04
4,2015-04-25,14,2015-05-05
4,2015-04-25,16,2015-05-06
3,2015-04-24,18,2015-05-08
3,2015-04-24,18,2015-05-09
5,2015-04-18,5,2015-04-18
3,2015-05-18,18,2015-06-03
3,2015-05-29,3,2015-05-30
3,2015-05-29,6,2015-05-31
3,2015-05-29,8,2015-06-01
3,2015-06-15,4,2015-06-15
3,2015-06-11,5,2015-06-13
3,2015-06-11,5,2015-06-14
5,2015-06-20,3,2015-06-20
5,2015-07-23,1,2015-07-23
5,2015-07-24,2,2015-07-24
5,2015-07-24,1,2015-07-25
5,2015-07-24,3,2015-07-26
5,2015-07-24,4,2015-07-27
5,2015-07-24,6,2015-07-28
4,2015-09-16,2,2015-09-18
4,2015-09-16,3,2015-09-19
3,2015-09-29,2,2015-09-30
5,2015-10-06,20,2015-10-21
5,2015-10-06,17,2015-10-22
5,2015-10-06,18,2015-10-23
5,2015-10-06,18,2015-10-24
5,2015-10-06,20,2015-10-25
3,2015-10-07,1,2015-10-07
3,2015-10-07,4,2015-10-08
2,2015-10-27,6,2015-10-28
2,2015-10-27,6,2015-10-29
2,2015-10-27,7,2015-10-30
4,2015-10-23,4,2015-10-27
4,2015-11-05,2,2015-11-07
2,2015-11-01,9,2015-11-08
2,2015-11-01,8,2015-11-09
2,2015-11-01,10,2015-11-10
2,2015-11-01,15,2015-11-11
2,2015-11-01,11,2015-11-12
2,2015-11-01,17,2015-11-13
2,2015-11-01,16,2015-11-14
11,2015-12-10,13,2015-12-20
11,2015-12-10,14,2015-12-21
11,2015-12-10,16,2015-12-22
11,2015-12-10,15,2015-12-23
11,2015-12-10,18,2015-12-24
11,2015-12-10,15,2015-12-25
11,2015-12-10,18,2015-12-26
11,2015-12-10,18,2015-12-27
11,2015-12-10,19,2015-12-28
3,2015-12-05,6,2015-12-06
3,2015-12-05,2,2015-12-07
3,2015-12-05,4,2015-12-08
3,2015-12-05,6,2015-12-09
3,2015-12-05,10,2015-12-10
3,2015-12-05,8,2015-12-11
3,2015-12-05,11,2015-12-12
6,2015-12-14,7,2015-12-18
6,2015-12-14,5,2015-12-19
2,2015-10-28,3,2015-10-29
4,2015-11-04,14,2015-11-13
4,2015-11-04,15,2015-11-14
4,2015-11-19,2,2015-11-20
4,2015-11-19,2,2015-11-21
4,2015-11-19,4,2015-11-22
4,2015-11-19,8,2015-11-23
4,2015-11-19,7,2015-11-24
4,2015-11-19,10,2015-11-25
4,2015-11-19,7,2015-11-26
3,2015-11-25,17,2015-12-09
3,2015-11-25,18,2015-12-10
3,2015-11-25,17,2015-12-11
8,2015-12-16,3,2015-12-19
11,2015-12-19,3,2015-12-20
11,2015-12-19,6,2015-12-21
11,2015-12-19,3,2015-12-22
11,2015-12-19,8,2015-12-23
11,2015-12-19,5,2015-12-24
3,2015-09-13,31,2015-10-11
3,2015-09-13,31,2015-10-12
5,2015-09-20,13,2015-09-30
5,2015-10-06,0,2015-10-06
6,2015-10-07,5,2015-10-07
6,2015-10-07,5,2015-10-08
6,2015-10-07,3,2015-10-09
6,2015-10-07,6,2015-10-10
6,2015-10-18,3,2015-10-18
5,2015-08-12,3,2015-08-12
5,2015-08-29,4,2015-08-30
5,2015-08-29,5,2015-08-31
5,2015-08-29,5,2015-09-01
5,2015-08-29,7,2015-09-02
5,2015-08-29,5,2015-09-03
5,2015-09-04,26,2015-09-26
5,2015-09-04,24,2015-09-27
5,2015-09-04,28,2015-09-28
5,2015-04-01,6,2015-04-03
5,2015-04-01,8,2015-04-04
5,2015-04-18,4,2015-04-18
5,2015-04-18,2,2015-04-19
6,2015-04-11,3,2015-04-11
5,2015-05-13,3,2015-05-13
2,2015-05-29,10,2015-06-08
2,2015-05-29,13,2015-06-09
2,2015-05-29,15,2015-06-10
2,2015-05-29,17,2015-06-11
5,2015-06-17,5,2015-06-17
5,2015-06-17,1,2015-06-18
5,2015-06-17,4,2015-06-19
13,2014-12-23,17,2015-01-06
13,2014-12-23,17,2015-01-07
13,2014-12-23,17,2015-01-08
13,2014-12-23,21,2015-01-09
13,2014-12-23,18,2015-01-10
18,2015-01-05,0,2015-01-05
13,2014-12-25,13,2015-01-07
13,2014-12-25,19,2015-01-08
13,2014-12-25,17,2015-01-09
